batter,n_pitches_season,stand,avg_delta_run_exp,n_fastball,rv_fastball,xwoba_fastball,n_breaking,rv_breaking,xwoba_breaking,n_offspeed,rv_offspeed,xwoba_offspeed,avg_velo_faced,corr_velo_rv,swing_rate,whiff_rate,chase_rate,vs_rhp_rv,vs_rhp_n,vs_lhp_rv,vs_lhp_n
607208,4226,R,0.0022421227197346604,2193,0.003721842225262199,0.35097549016251517,1487,-0.001157363819771351,0.2649333247218631,528,0.0029185606060606064,0.2523156712055904,89.39838900734424,-0.007944204772156243,0.5111216280170374,0.26481481481481484,0.3284738041002278,0.003110993657505287,2839,0.00045914678235719467,1387
607680,205,R,-0.01699024390243903,120,-0.03319166666666667,0.22064935064935065,58,-0.0010000000000000018,,24,0.003333333333333332,,88.25841584158417,-0.10529056087096904,0.551219512195122,0.17699115044247787,0.42105263157894735,-0.024675324675324684,77,-0.012367187500000005,128
607732,502,R,-0.030764940239043827,300,-0.02624,0.22620338672768878,158,-0.03362025316455696,0.20100642222222223,41,-0.04695121951219513,,89.66035856573706,0.03732458027812533,0.5517928286852589,0.33574007220216606,0.3967611336032389,-0.02221779141104294,326,-0.046596590909090914,176
608070,4229,L,0.011907965031568723,1993,0.012653788258906172,0.3544465494153741,1139,0.0022431957857769985,0.3497636446897889,980,0.0210265306122449,0.32418221418091575,88.84229460379191,0.00761111164793739,0.4521163395601797,0.1574267782426778,0.29105839416058393,0.009792835417370735,3030,0.01730802415875755,1199
608324,3896,R,0.005407952491608573,2104,0.003968155893536122,0.34282181044349547,1291,0.001950426026336175,0.28125306595915567,410,0.023717073170731708,0.34192602270935846,89.51214024071167,-0.00855412442428491,0.4027207392197125,0.15997450605481198,0.20472864051585168,0.005057630736392743,2817,0.006335216572504708,1079
608348,2879,R,0.0034987817612252,1630,0.0016392638036809813,0.33901694958605494,938,0.004910447761194028,0.2823409038905388,273,0.0004945054945054954,0.30657686378290333,89.80171688857743,-0.048996719559938416,0.4501563042723168,0.20833333333333334,0.23997233748271093,0.00022278481012658202,1981,0.01070378619153675,898
608369,2647,L,0.009201076509034987,1288,0.0013874223602484464,0.40242080046244033,826,0.018319612590799034,0.3340959799485945,480,0.013933333333333334,0.3880627187875453,89.14306090979183,-0.029966648832854693,0.4892330940687571,0.3027027027027027,0.247296322999279,0.015855145413870245,1829,-0.005432964329643296,818
608385,356,L,-0.005481586402266289,192,-0.007380208333333333,0.30506926697245246,95,-0.009831578947368424,0.21929661497326203,48,0.007458333333333332,,88.10532544378698,0.0012220268322747556,0.4438202247191011,0.21518987341772153,0.18125,-0.007080385852090035,313,,43
608671,209,L,-0.01608133971291866,133,-0.022060150375939853,0.2362427714285714,52,-0.01507692307692308,,24,0.014875000000000006,,90.16985645933015,0.03319540887871208,0.46411483253588515,0.21649484536082475,0.24719101123595505,-0.014043715846994535,183,,26
608701,1502,R,-0.007663994655978623,801,-0.010806491885143571,0.34060868435888225,466,-0.003021459227467811,0.23133001251297572,211,-0.013213270142180092,0.2786351715276593,88.34166103983794,-0.058869631091767696,0.4194407456724368,0.2650793650793651,0.21727395411605938,-0.015934640522875815,459,-0.00400674373795761,1043
609280,2284,R,0.0005543334799824014,1105,-0.002270588235294119,0.3275778420909003,851,-0.004454759106933019,0.2592831199815413,272,0.027176470588235295,0.2527877415302626,88.74400715563506,-0.03555749540218976,0.5328371278458844,0.18241577649958915,0.3778162911611785,-0.001211949685534589,1593,0.00466617862371889,691
620443,1869,R,-0.00883610069630423,1049,-0.013328884652049568,0.34808982562365803,604,-0.007956953642384105,0.29586028749141935,175,-0.003617142857142855,0.23462376529559192,89.57687704026115,-0.03603959760037601,0.48207597645799893,0.21309655937846836,0.2941834451901566,-0.009684133915574962,1376,-0.006472616632860042,493
